id,username,created_at,lng,lat,text
1.52098E+18,511nyLongIsland,Mon May 02 04:28:38 +0000 2022,-73.1249,40.8724,Construction on #NY347 WB from Hallock Road to Gibbs Pond Road https://t.co/kAMEuGtHp6
1.52098E+18,511NY,Mon May 02 04:28:38 +0000 2022,-73.1249,40.8724,Construction on #NY347 WB from Hallock Road to Gibbs Pond Road https://t.co/kWaJ4UFKQ7
1.52098E+18,Jackk_Swagger,Mon May 02 04:28:38 +0000 2022,-84.433106,33.7671945,Lmao made sense up until the last part
1.52098E+18,MrStrong3rd,Mon May 02 04:28:39 +0000 2022,-117.104989,32.810012,One of most genuine guys around. Congrats to my friend @GotspeedOad and the family.
1.52098E+18,RCheefer,Mon May 02 04:28:39 +0000 2022,-92.131274,34.7519365,Here to break some wallets and bank accounts..... 🥰 💰💸Findom findomme whalesub cashpig Kik selling humiliation si… https://t.co/BMbHNqXxxU
1.52098E+18,jrothmtg,Mon May 02 04:28:39 +0000 2022,-83.804475,27.698682,@dwsjca DonRon 2024
1.52098E+18,Sarah_Wyland,Mon May 02 04:28:39 +0000 2022,-118.2445,34.0564,"Just posted a photo @ Los Angeles, California https://t.co/uvqew3hjT8"
1.52098E+18,Mrvoyur,Mon May 02 04:28:39 +0000 2022,-73.8494415,40.8503475,@JackCarolinas Same 🤦🏾‍♂️
1.52098E+18,misskris10_RN,Mon May 02 04:28:40 +0000 2022,-90.0792395,30.4041695,@mobear800 Awww sweet Tom! 😂
1.52098E+18,BernieRang,Mon May 02 04:28:40 +0000 2022,-81.246344,41.142333,If you really care for me show me and be there for me. I'm tired of this he said she said bullshit. Nobody barely stays true to their words.
1.52098E+18,awesley777,Mon May 02 04:28:40 +0000 2022,-83.3733495,42.3973155,"As a Michigander, I might agree with this proposal."
1.52098E+18,LindaJenks570,Mon May 02 04:28:40 +0000 2022,-75.66877,41.4194095,@MW55 @AmericanAir Happy to hear you made it home safe. And had a good time on the flight
1.52098E+18,melissafdez,Mon May 02 04:28:41 +0000 2022,-96.7617535,32.8198585,That’s really weird
1.52098E+18,greeneyes78852,Mon May 02 04:28:41 +0000 2022,-100.4806255,28.7131445,Mads some bomb ribeyes for dinner
1.52098E+18,jotty777,Mon May 02 04:28:41 +0000 2022,-87.923975,42.1249405,Thank u summoning tickets!!!! #FGO https://t.co/ryNtaohpwV
1.52098E+18,edoardo_napoles,Mon May 02 04:28:41 +0000 2022,-119.3066075,37.2691755,@Jayecane Thank
1.52098E+18,TYMEinc_,Mon May 02 04:28:41 +0000 2022,-119.3066075,37.2691755,@HICeeCee now should write up some more articles if your interested
1.52098E+18,mortdubz,Mon May 02 04:28:42 +0000 2022,-78.88398,43.0755705,another bunda album lmfao
1.52098E+18,soggyemma,Mon May 02 04:28:42 +0000 2022,-95.4322145,29.0229155,i’m in my asexual era
1.52098E+18,AntifaRaising,Mon May 02 04:28:42 +0000 2022,-87.732013,41.8335845,@realTruthNinja @AstralTrader69 He did not. https://t.co/Yn7ulSisOg
1.52098E+18,2realmacdatfeee,Mon May 02 04:28:43 +0000 2022,-90.253346,30.0093515,One glass of that taylor port and you damn near drunk
1.52098E+18,CAESAR_TAURA,Mon May 02 04:28:43 +0000 2022,-118.4119065,34.0207895,"I’m solitude’ with: ‘Track &amp; Field.’ &amp; 🏈, in my weaponry."
1.52098E+18,th3hooligan,Mon May 02 04:28:44 +0000 2022,-71.424832,41.824262,"Damn these were good, you know I had to grab that Maria Maria. https://t.co/ceet8kTBnz"
1.52098E+18,GoldMembr_,Mon May 02 04:28:44 +0000 2022,-77.604684,41.1179365,This one of them interviews where you wanna fire your agent for booking it🤣😭
1.52098E+18,csimanauthor,Mon May 02 04:28:44 +0000 2022,-116.3613195,43.6918465,"@GarciasLab 📚Atlas must find his father, but a powerful evil threatens his quest. With the help of his foster sibli… https://t.co/yRcZ2MU6ib"
1.52098E+18,RealCraigT,Mon May 02 04:28:44 +0000 2022,-122.791854,45.424871,Been a bitch. This is disgusting. I wouldn’t hope this happens to him fr…. but I wouldn’t feel bad. Ego run wild. https://t.co/kHWT2sbMLx
1.52098E+18,JamesNe91452633,Mon May 02 04:28:44 +0000 2022,-96.699604,33.1946515,@FreakNorth Congrats
1.52098E+18,heatherwritesss,Mon May 02 04:28:44 +0000 2022,-118.731399,34.2673105,@ChristosArgyrop I was wondering where everyone is expecting all these livers to simply magically appear. They’re s… https://t.co/IWQ27Qj9fs
1.52098E+18,KeepnIt94x50WBB,Mon May 02 04:28:45 +0000 2022,-80.926628,33.6311395,New podcast dropping this week. WNBA Season preview. This is a solo podcast featuring @kdotlew3H 🔥🔥🔥🔥
1.52098E+18,WeRNotAlike,Mon May 02 04:28:45 +0000 2022,-76.7415,39.261002,@TypicalFarrah i do but the bus don't go everywhere. also going out alone a lot gets old.
1.52098E+18,bitterincense,Mon May 02 04:28:45 +0000 2022,-74.158105,41.6072685,athnasia could have been the prettiest MV if they could have been assed to animate some actual flowers blooming ins… https://t.co/SrfCQBT5f9
1.52098E+18,BellefontaineM1,Mon May 02 04:28:46 +0000 2022,-112.1246765,33.5528625,@jluckhaupt So you're saying it's been a while?
1.52098E+18,TheJackJones_,Mon May 02 04:28:46 +0000 2022,-95.4464865,29.838495,I ain't built like them you gotta work for me
1.52098E+18,__Kbella,Mon May 02 04:28:46 +0000 2022,-80.926628,33.6311395,I brave enough to even think about this time last year…
1.52098E+18,iHitCurves,Mon May 02 04:28:47 +0000 2022,-72.5455845,42.1130625,YESSSSSIR
1.52098E+18,1KPGMonk,Mon May 02 04:28:47 +0000 2022,-81.972705,28.049601,Lmk what other colors I should drop these in 💯
1.52098E+18,ThatGuyYaron,Mon May 02 04:28:48 +0000 2022,-83.1738665,32.6782075,Why @1GunnaGunna  lying bout his location saying he at Albany State 😂
1.52098E+18,TiffanyDgn,Mon May 02 04:28:48 +0000 2022,-114.1432625,45.4945515,@yourpal_austin @darthbonn You matter!
1.52098E+18,PrometheusPoint,Mon May 02 04:28:48 +0000 2022,-81.3677725,28.5016785,When will we be rid of him
1.52098E+18,crudoxc,Mon May 02 04:28:49 +0000 2022,-119.3066075,37.2691755,Mr fantastic can get it 😍
1.52098E+18,imdjeata,Mon May 02 04:28:49 +0000 2022,-118.130426,33.9376735,God is great all the time!🙏🏽❤️⚡️
1.52098E+18,StephenCourton,Mon May 02 04:28:49 +0000 2022,-96.8320095,32.9597875,@INstormchasing Always got the overnight convection reshuffle of the storm situation deck to deal with.
1.52098E+18,taesobossy,Mon May 02 04:28:49 +0000 2022,-100.0768885,31.1688935,Wall lights &gt; big windows&gt; high ceilings &gt; open floor plan&gt; everything… 😭😍
1.52098E+18,el_m1gu3l,Mon May 02 04:28:49 +0000 2022,-103.147538,32.7417365,@christinarey03 Whattt 😔
1.52098E+18,EHarringtonTV,Mon May 02 04:28:49 +0000 2022,-122.2286855,37.791994,Some San Francisco residents are fed up after a string of illegal sideshows. Neighbors told me car exhaust &amp; smoke… https://t.co/RY9TurfGVR
1.52098E+18,JoannJenkins17,Mon May 02 04:28:49 +0000 2022,-77.0143985,38.898603,"@KenyaMoore Has Arrived Serving &amp; Showing Us . Y She Is &amp; Will Forever B ""THEE MOMENT""!!!!!🔥 🥰🔥😍🔥#RHOA @tisatellss… https://t.co/OdA20E0oQi"
1.52098E+18,Gingr_n_Shaggy,Mon May 02 04:28:50 +0000 2022,-96.7311425,43.5410145,@SpicyShortJoMym @OnlyFansHero @OnlyFansMORE @Rmans_Hotties Mmm baby let me cover your titties in daddy’s cum🤤😍😈
1.52098E+18,KorewaEden_,Mon May 02 04:28:50 +0000 2022,-91.4010085,30.937336,I have been stranded for 5 hours!!!
1.52098E+18,kyaaa_ma,Mon May 02 04:28:50 +0000 2022,-89.876449,32.571032,my guy 🫶🏽
1.52098E+18,leylairoyale,Mon May 02 04:28:50 +0000 2022,-87.732013,41.8335845,I would endlessly invite people over to party in the cave hole
1.52098E+18,quitnomore01,Mon May 02 04:28:51 +0000 2022,-110.00325,40.2941725,"Saw something people, Tokyo is going towards lock downs again. There in a soft lockdown in Tokyo again 🥺 bring on t… https://t.co/gtJE1KsQry"
1.52098E+18,oreeeo,Mon May 02 04:28:51 +0000 2022,-118.4119065,34.0207895,Oh yeah 😈with a fun set by @atrak https://t.co/nvavJAgDNf
1.52098E+18,LbL_Hor,Mon May 02 04:28:51 +0000 2022,-120.5834015,44.1454365,How to Watch the 2022 Met Gala Red-Carpet Livestream https://t.co/LLCRdIIVw9 via @voguemagazine
1.52098E+18,BeckSheri,Mon May 02 04:28:51 +0000 2022,-95.4464865,29.838495,@BlueTortugaTrav Getting old is such a pain appointments appointments and more appointments
1.52098E+18,nicolazzo_e,Mon May 02 04:28:52 +0000 2022,-71.566171,44.00123,"@therealukecage He deserves bankruptcy, just like he bankrupted the hearts of those parents who lost their beloved… https://t.co/9TWVUCqDWH"
1.52098E+18,MichaLWhite,Mon May 02 04:28:52 +0000 2022,-84.475291,33.657586,@Brantastics Happpppp eeeee burf day
1.52098E+18,durandurantulsa,Mon May 02 04:28:52 +0000 2022,-98.716992,35.3090465,Recipe of the day: Fried Chicken Po' Boys #food #foodporn #sandwich #poboy #chicken #friedchicken… https://t.co/84jdoKPjHF
1.52098E+18,VanessaEscarce1,Mon May 02 04:28:52 +0000 2022,-117.022463,32.633767,I just supported Kindness Rocks on DonorsChoose. Help a classroom in need today. https://t.co/fZDaHXZ1WU
1.52098E+18,Thatdudephil96,Mon May 02 04:28:52 +0000 2022,-118.4119065,34.0207895,Minnesota United lost their composure during the 2nd half... #MLS #MinnesotaUnited
1.52098E+18,mybootyonlyleak,Mon May 02 04:28:52 +0000 2022,-97.224318,32.860387,@onlyfanslit1 All time top 5
1.52098E+18,SturgFish,Mon May 02 04:28:53 +0000 2022,-122.4359785,37.7706565,The Outlander Finale! 👀
1.52098E+18,MackDavis79,Mon May 02 04:28:53 +0000 2022,-84.5398125,39.137038,@Cheamane He’s the most notorious name dropper ever.
1.52098E+18,StruppRobert,Mon May 02 04:28:53 +0000 2022,-93.569553,36.37252,@heatherj513 Turns out (note: Twitter Nazis) there were 158 million or more registered voters. I thought it odd tha… https://t.co/oP45UJ47hG
1.52098E+18,859_Kyg,Mon May 02 04:28:54 +0000 2022,-84.312419,37.739209,Fuck men he sexy asf
1.52098E+18,zestyfoodsmjm,Mon May 02 04:28:54 +0000 2022,-79.616073,43.555244,Eid Mubarak to those friends who are celebrating Eid ul Fitr #EidMubarak2022 #eidmubarak #food #foodie #foodblogger… https://t.co/xIKiDlZNcK
1.52098E+18,4theloveoftheH,Mon May 02 04:28:53 +0000 2022,-79.2725695,43.629311,Astros lose again. Back at home tomorrow. #LevelUp https://t.co/RngkXCCqwC
1.52098E+18,HollyM686,Mon May 02 04:28:54 +0000 2022,-75.470335,40.613628,Is this how I share a pic in the chat @PornMommyPlus this is a painting I finished last year.… https://t.co/OKxci0hTrb
1.52098E+18,patrickdonalson,Mon May 02 04:28:55 +0000 2022,-96.7617535,32.8198585,Feeling is mutual.
1.52098E+18,Michael97132581,Mon May 02 04:28:54 +0000 2022,-86.6807375,32.576227,Thinking out loud ❤️❤️😍🥰 https://t.co/0RtymX2jSJ
1.52098E+18,foureleven_,Mon May 02 04:28:56 +0000 2022,-95.4464865,29.838495,Waffle House run with bae
1.52098E+18,kdander222,Mon May 02 04:28:56 +0000 2022,-83.1738665,32.6782075,CORRECTION IT'S  1.7 BILLION DOLLARS 💸
1.52098E+18,Sikpanzer,Mon May 02 04:28:56 +0000 2022,-105.5508905,38.997936,@ArtfulTakedown The thought of you bouncing this pun back and forth conceptually is making it more funny wtf. 🤣
1.52098E+18,CaterToCuhfs,Mon May 02 04:28:57 +0000 2022,-84.433106,33.7671945,"@sjcove_ I prefer nice you lmao, so no I don’t know💀"
1.52098E+18,DRaftery28,Mon May 02 04:28:57 +0000 2022,-73.9487755,40.655138,@JoJoFromJerz You pandering jackass.  The Pulse night club attack was in response to the multiple wars our gov’t &amp;… https://t.co/iSs7VKss8d
1.52098E+18,kingb4232,Mon May 02 04:28:56 +0000 2022,-76.4449685,39.387716,Goodnight 🌙 https://t.co/Yj8s3GQEvA
1.52098E+18,jiggsy1023,Mon May 02 04:28:57 +0000 2022,-118.4119065,34.0207895,"@TheStepancik @Reveal_House if i were a Comedian? but I’m not, so I’ll write Screenplays."
1.52098E+18,SingerofDragons,Mon May 02 04:28:58 +0000 2022,-122.4359785,37.7706565,@Rough_Ginger @Andrew_Delta_OF Both of you are so sexy!!
1.52098E+18,ConnieW55769756,Mon May 02 04:28:58 +0000 2022,-79.861034,35.1704985,Is your  eyes  still  closed https://t.co/F5JfJzXtGM
1.52098E+18,igTXSalazar,Mon May 02 04:28:58 +0000 2022,-95.4464865,29.838495,@jorge831 Luxury living before the pandemic even started. Why can’t Austin have two MLS World Chips https://t.co/QHTGmPsI7L
1.52098E+18,xboebs,Mon May 02 04:28:58 +0000 2022,-92.4001915,31.343874,@1Guitargal @AlwaystryanRyan @Chris2PNW @CH005Y “your side is this” “well your side is that”it is truly incredibl… https://t.co/waY6os2iVP
1.52098E+18,RocBoiP,Mon May 02 04:29:00 +0000 2022,-77.0143985,38.898603,@RickysBurnbook I was like rickyyyyy 👀. U was all moistured and shit. Skin glowing. Beard poppin. U knew u was filming that day? Lol
1.52098E+18,AidanIsWriting,Mon May 02 04:29:00 +0000 2022,-92.4367735,38.3045585,"feeling kinda meh.. is okay tho, I sleep! 🐸"
1.52098E+18,LuisMir94780586,Mon May 02 04:29:00 +0000 2022,-117.851089,33.842863,@clementex100 @RoccoSmithx100 I like you very much your big dick mmmmmmmm delicious is perfect for me it end your m… https://t.co/Eaf1dvb4l8
1.52098E+18,jdhyss,Mon May 02 04:29:00 +0000 2022,-93.9559185,29.9015445,"Being away from Texas only made me realize how much I love this place, and how much I love meeting new places while… https://t.co/afnq7wtqwW"
1.52098E+18,Bossman4K,Mon May 02 04:29:01 +0000 2022,-83.804475,27.698682,"Get access to exclusive @finesse_4k @Bossman4K content, discounts, and more for just $15.00 monthly https://t.co/l4f6KNKTAB"
1.52098E+18,astroXP,Mon May 02 04:29:01 +0000 2022,-97.552161,35.4828435,"Shit, I just had a memory lane ride."
1.52098E+18,ScottsdaleBubbe,Mon May 02 04:29:01 +0000 2022,-112.1246765,33.5528625,"@HowKeen @docrocktex26 It’s a 💩stirrer designed to cast doubt on a legitimate concern, splitting us off from each other. I blocked it."
1.52098E+18,OfeliasHeaven,Mon May 02 04:29:01 +0000 2022,-96.891541,31.309531,We shall prevail 😊 https://t.co/3mCJwPfaTi
1.52098E+18,astroXP,Mon May 02 04:29:01 +0000 2022,-97.552161,35.4828435,Note to self: do not self deep dive into your camera roll unless you’re ready
1.52098E+18,bictoeya,Mon May 02 04:29:01 +0000 2022,-97.9351915,29.8956065,yes it’s true. I can sing
1.52098E+18,astroXP,Mon May 02 04:29:01 +0000 2022,-97.552161,35.4828435,"Also, I realized I need to unheart ton shit of pictures lol"
1.52098E+18,AlienboiKaiden,Mon May 02 04:29:02 +0000 2022,-166.5996925,23.6913645,"Wow I’m on vacation and some strangers just talked shit to me from ACROSS A FUCKING LAGOON , Can you be more disrespectful ?"
1.52098E+18,jr_bohl,Mon May 02 04:29:03 +0000 2022,-86.2705395,45.00118,@KenGardner11 The certainly are intent on earning it.
1.52098E+18,ohthasphat,Mon May 02 04:29:03 +0000 2022,-95.4464865,29.838495,I had a nice chill weekend
1.52098E+18,vegasdude83,Mon May 02 04:29:03 +0000 2022,-115.223125,36.232915,@GOP Well unlike his predecessor he wasn't afraid to take part in the #WHCD
1.52098E+18,seanlattimorejr,Mon May 02 04:29:03 +0000 2022,-80.2333285,25.7823535,It’s all about momentum and culture.
1.52098E+18,SlyFoxBoudoir,Mon May 02 04:29:04 +0000 2022,-95.4464865,29.838495,Late night post. Who’s up? #htxphotographer #houston #htx #houstontexas #houstontx #htxphotographers… https://t.co/JByYROYHrs
1.52098E+18,_jeanettezombie,Mon May 02 04:29:04 +0000 2022,-117.195485,34.492627,Imagine going to a concert to then just talk over the artist?!? Who raised these people? Sorry you had to deal with… https://t.co/EJPeaiIHdt
1.52098E+18,StarTheatre,Mon May 02 04:29:04 +0000 2022,-117.38097,33.19804,Just posted a photo @ The Star Theatre https://t.co/BIG2Hr2wz2
1.52098E+18,KITTYKAT209,Mon May 02 04:29:06 +0000 2022,-121.3004255,37.980826,Why do these dumb girls listen TO any male figure when it comes to Labor 🙄🙄🙄
1.52098E+18,ChefDrew702,Mon May 02 04:29:06 +0000 2022,-115.223125,36.232915,My grandfather and us were about to hike up that mountain behind us.It took about 3 hours to get to the top.It… https://t.co/ItXk8jnP7p
1.52098E+18,1KingIce,Mon May 02 04:29:06 +0000 2022,-84.03,33.96,"@gleesh @chieffkeeffsossa #LongLiveFredoSantana @fredosantanassr 👑👑👑👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 @ Gwinnett County,… https://t.co/5VKW7rGlHn"
1.52098E+18,_grecomili,Mon May 02 04:29:07 +0000 2022,-83.1738665,32.6782075,@BigBootyJudy814 @ibangedyourgf Facts
1.52098E+18,phillipaitch999,Mon May 02 04:29:07 +0000 2022,-92.342322,34.721886,@RazorbackSB Razorback Proud 👏Congratulations 👏 🎊 💐 🥳 🙌 💖
1.52098E+18,debourbonhorto1,Mon May 02 04:29:07 +0000 2022,-82.7425825,27.8225985,@Louisiana_Cat @GeorgeMossey Agreed
1.52098E+18,kaysaw1,Mon May 02 04:29:07 +0000 2022,-105.5508905,38.997936,if y’all would chill out- y’all would realize a lot more shit 🗣
1.52098E+18,monextdoor,Mon May 02 04:29:07 +0000 2022,-100.0768885,31.1688935,With a fuccin passssssion
1.52098E+18,JohnRiverajr3,Mon May 02 04:29:08 +0000 2022,-100.0768885,31.1688935,@ChrisHayes092 @vivien2112 @satch1006 Concert Hall!!!!
1.52098E+18,AustinCrute,Mon May 02 04:29:08 +0000 2022,-118.4119065,34.0207895,I hate when ppl waste my time. im bout to ghost homeboy 💀
1.52098E+18,_beeseokxgom,Mon May 02 04:29:08 +0000 2022,-117.104989,32.810012,@madic_shop I just want to say ty for my worm yesterday haha 😂💖 My sister is just as obsessed with hers HAHAHA
1.52098E+18,dongraff2,Mon May 02 04:29:08 +0000 2022,-99.6809025,41.5007295,You couldn’t fill the bottom of a thimble with Trumps  great brain. The guy is stupid.
1.52098E+18,Jager11Robert,Mon May 02 04:29:08 +0000 2022,-97.552161,35.4828435,@UNDEFEATED_BRO When your motives are right your dreams can come true
1.52098E+18,apalexus24,Mon May 02 04:29:08 +0000 2022,-118.4119065,34.0207895,I really want to go back 😩
1.52098E+18,jmunc25two,Mon May 02 04:29:09 +0000 2022,-80.5545375,37.1180195,"Good luck, I just wanted a podcast / radio segment explained. 🤷🏻‍♂️"
1.52098E+18,luna_chibifox,Mon May 02 04:29:09 +0000 2022,-75.117998,40.0048655,"""Thicc booty Gwen"" -@ExoTakamura I hate it here 🙃"
1.52098E+18,JamesSantelli,Mon May 02 04:29:10 +0000 2022,-79.902903,40.493708,Daily Quordle 986️⃣3️⃣5️⃣4️⃣⬜🟨⬜⬜⬜ ⬜⬜🟨🟨⬜⬜⬜⬜⬜⬜ 🟩⬜🟨⬜⬜⬜⬜⬜⬜⬜ 🟩🟩🟩🟩🟩⬜⬜⬜⬜⬜ ⬛⬛⬛⬛⬛🟩⬜⬜🟩⬜ ⬛⬛⬛⬛⬛🟩🟩🟩🟩🟩 ⬛⬛⬛⬛⬛🟨⬜⬜⬜⬜ 🟨⬜🟨… https://t.co/lRgSZjn2rL
1.52098E+18,KarenAl44760966,Mon May 02 04:29:10 +0000 2022,-110.0447835,46.6798,@ndcjr The cheese makes the soup
1.52098E+18,William46676045,Mon May 02 04:29:10 +0000 2022,-83.3997795,33.9563835,have extremely far better product than the Reds got for sure. The Buckeyes at least a favorite in the BIG Conferenc… https://t.co/UgE0T5sIro
1.52098E+18,Braden_merr,Mon May 02 04:29:10 +0000 2022,-80.0280425,40.5838765,"No, you're a brainless child who can't cope with the fact that Johnny Depp is in fact being abused."
1.52098E+18,FarrFetchedd,Mon May 02 04:29:11 +0000 2022,-93.2620465,44.9706105,@Voltaic117 The latter is “Do Not Disturb” and I blame my corporate roots for that. 😩
1.52098E+18,SpychRs,Mon May 02 04:29:11 +0000 2022,-118.4119065,34.0207895,@covie_93 Oh Horror  of Horrors!
1.52098E+18,StARxL0VESxy0Ux,Mon May 02 04:29:12 +0000 2022,-117.104989,32.810012,"Mannn so disappointed, sad really. Now it's another week I will not get to see him. 😒 😭 It has been too long and un… https://t.co/3sHUcNGv7S"
1.52098E+18,HotDogShowers,Mon May 02 04:29:12 +0000 2022,-118.369645,34.0870095,I’m gonna start growing out my hair to recreate the feathered cut I had as a kid in the 80’s to try to get some ext… https://t.co/K4fzizGJ2E
1.52098E+18,meghanroseses,Mon May 02 04:29:12 +0000 2022,-115.0611275,36.184754,@MSoefje You gonna rent a second garage?
1.52098E+18,MrCart3r25,Mon May 02 04:29:12 +0000 2022,-82.8080035,27.8913655,That’s a hell of a reach my guy
1.52098E+18,JuanaCupcake,Mon May 02 04:29:13 +0000 2022,-75.770041,42.746617,@WildNayo literally me at this painting workshop earlier lol. water signs. we just ✨get one another ✨
1.52098E+18,moveablejaw,Mon May 02 04:29:13 +0000 2022,-118.4119065,34.0207895,I’d like to propose that we add a second Sunday to every week
1.52098E+18,8bitblanco,Mon May 02 04:29:13 +0000 2022,-122.2317885,47.9599495,@VoporeonTV @kkilinsttv @PokemonUnite Honestly I was just trynna watch the person cause they where a good player bu… https://t.co/sycIGmpxZM
1.52098E+18,antiSOLEcial,Mon May 02 04:29:13 +0000 2022,-118.4119065,34.0207895,it’s mostly from looking at all those damn baby foam runners today 🥲 like why are they so cute
1.52098E+18,Perez3Sierra,Mon May 02 04:29:13 +0000 2022,-95.3951355,29.026328,you could never
1.52098E+18,melissafdez,Mon May 02 04:29:13 +0000 2022,-96.7617535,32.8198585,I really think Kim jumped from one toxic relationship to the next
1.52098E+18,pvidxx,Mon May 02 04:29:13 +0000 2022,-95.27599,29.4248245,I just be looking at my belly like all day everyday no cap https://t.co/Dl4sPJcMSK
1.52098E+18,morgfromoregon,Mon May 02 04:29:13 +0000 2022,-122.630908,45.536402,Welcome to Jurassic Park. 🦖 https://t.co/WJkmhf9xB5
1.52098E+18,Josiahdiego15,Mon May 02 04:29:15 +0000 2022,-117.104989,32.810012,My date is from the show love island and about as smart as a rock Lmao
1.52098E+18,youngcalis,Mon May 02 04:29:15 +0000 2022,-120.083004,37.008655,When a hoe call her homie her son 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
1.52098E+18,mattgcn,Mon May 02 04:29:15 +0000 2022,-78.822218,43.8309855,@meakoopa Same
